3526.5745370996083, 152158773555881.22
3854.2370590620358, 1492524865846904
4181.899581024463, 10916139419448458
4545.9690498716045, 64607953888847040
4982.852412488175, 475400981373453630
5492.549668874173, 2953178463209913000
6075.060819029599, 18618292974132490000
6803.199756723881, 104592160583063720000
7604.152588187593, 411661961224357350000
8405.105419651305, 1.421518535661338e+21
9206.058251115017, 3.8369889069389557e+21
10007.011082578727, 8.947730261917738e+21
10807.963914042439, 1.844795953653256e+22
11608.91674550615, 3.4149375522561533e+22
12409.86957696986, 5.546095953579148e+22
13210.822408433574, 8.339935430310282e+22
14011.775239897284, 1.1346969897140789e+23
14812.728071360994, 1.3649295351376917e+23
15613.680902824708, 1.6545636941013597e+23
16414.633734288418, 1.759652590968581e+23
17215.586565752128, 1.759652590968581e+23
18016.53939721584, 1.759652590968581e+23
18817.49222867955, 1.759652590968581e+23
19582.03811325855, 1.759652590968581e+23
